Year,Quarter,Type of application,Institution type group,Geographical region,Nationality, Applications 
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Albania,26
2010,2010 Q4,Extensions of stay,All other institutions,Africa North,Algeria,50
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Angola,14
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Argentina,3
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Armenia,5
2010,2010 Q4,Extensions of stay,All other institutions,Oceania,Australia,7
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Azerbaijan,7
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Bahrain,3
2010,2010 Q4,Extensions of stay,All other institutions,Asia South,Bangladesh,1112
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Barbados,3
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Belarus,19
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Benin,2
2010,2010 Q4,Extensions of stay,All other institutions,Asia South,Bhutan,1
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Bolivia,8
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Bosnia and Herzegovina,6
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Botswana,9
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Brazil,192
2010,2010 Q4,Extensions of stay,All other institutions,Other,British overseas citizens,1
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Brunei,3
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Burkina Faso,2
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Cambodia,8
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Cameroon,63
2010,2010 Q4,Extensions of stay,All other institutions,America North,Canada,12
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Chile,7
2010,2010 Q4,Extensions of stay,All other institutions,Asia East,China,2305
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Colombia,480
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Congo,11
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Congo (Democratic Republic),1
2010,2010 Q4,Extensions of stay,All other institutions,EU Other,Croatia,6
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Cuba,1
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Cyprus (Northern part of),1
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Djibouti,1
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Dominica,5
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,East Timor,1
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Ecuador,18
2010,2010 Q4,Extensions of stay,All other institutions,Africa North,Egypt,25
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,El Salvador,2
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Eswatini,3
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Ethiopia,2
2010,2010 Q4,Extensions of stay,All other institutions,Oceania,Fiji,2
2010,2010 Q4,Extensions of stay,All other institutions,EU 14,France,1
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Gabon,2
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,"Gambia, The",71
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Georgia,26
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Ghana,82
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Grenada,5
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Guatemala,1
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Guinea,8
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Guyana,9
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Honduras,1
2010,2010 Q4,Extensions of stay,All other institutions,Asia East,Hong Kong,36
2010,2010 Q4,Extensions of stay,All other institutions,Asia South,India,2927
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Indonesia,12
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Iran,235
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Iraq,8
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Israel,7
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Ivory Coast,11
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Jamaica,93
2010,2010 Q4,Extensions of stay,All other institutions,Asia East,Japan,142
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Jordan,7
2010,2010 Q4,Extensions of stay,All other institutions,Asia Central,Kazakhstan,42
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Kenya,65
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Kosovo,8
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Kuwait,1
2010,2010 Q4,Extensions of stay,All other institutions,Asia Central,Kyrgyzstan,35
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Lebanon,10
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Liberia,1
2010,2010 Q4,Extensions of stay,All other institutions,Africa North,Libya,73
2010,2010 Q4,Extensions of stay,All other institutions,Asia East,Macau,2
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Madagascar,6
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Malawi,39
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Malaysia,96
2010,2010 Q4,Extensions of stay,All other institutions,Asia South,Maldives,2
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Mali,2
2010,2010 Q4,Extensions of stay,All other institutions,Africa North,Mauritania,1
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Mauritius,237
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Mexico,26
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Moldova,2
2010,2010 Q4,Extensions of stay,All other institutions,Asia East,Mongolia,79
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Montenegro,2
2010,2010 Q4,Extensions of stay,All other institutions,Africa North,Morocco,39
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Mozambique,1
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Myanmar (Burma),74
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Namibia,11
2010,2010 Q4,Extensions of stay,All other institutions,Asia South,Nepal,807
2010,2010 Q4,Extensions of stay,All other institutions,Oceania,New Zealand,3
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Niger,1
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Nigeria,819
2010,2010 Q4,Extensions of stay,All other institutions,Asia East,North Korea,17
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,North Macedonia,3
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Occupied Palestinian Territories,12
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Oman,2
2010,2010 Q4,Extensions of stay,All other institutions,Other,Other and unknown,21
2010,2010 Q4,Extensions of stay,All other institutions,Asia South,Pakistan,1997
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Paraguay,2
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Peru,38
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Philippines,677
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Puerto Rico (United States),1
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Qatar,5
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Russia,106
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Rwanda,3
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Saudi Arabia,130
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Senegal,11
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Serbia,8
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Seychelles,1
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Sierra Leone,39
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Singapore,8
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,South Africa,43
2010,2010 Q4,Extensions of stay,All other institutions,Asia East,South Korea,277
2010,2010 Q4,Extensions of stay,All other institutions,Asia South,Sri Lanka,645
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,St Lucia,9
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,St Vincent and the Grenadines,4
2010,2010 Q4,Extensions of stay,All other institutions,Africa North,Sudan,6
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Suriname,1
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Syria,48
2010,2010 Q4,Extensions of stay,All other institutions,Asia East,Taiwan,29
2010,2010 Q4,Extensions of stay,All other institutions,Asia Central,Tajikistan,3
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Tanzania,89
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Thailand,283
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Togo,2
2010,2010 Q4,Extensions of stay,All other institutions,Oceania,Tonga,1
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Trinidad and Tobago,15
2010,2010 Q4,Extensions of stay,All other institutions,Africa North,Tunisia,6
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Turkey,269
2010,2010 Q4,Extensions of stay,All other institutions,Asia Central,Turkmenistan,49
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Uganda,64
2010,2010 Q4,Extensions of stay,All other institutions,Europe Other,Ukraine,31
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,United Arab Emirates,5
2010,2010 Q4,Extensions of stay,All other institutions,America North,United States,33
2010,2010 Q4,Extensions of stay,All other institutions,Asia Central,Uzbekistan,94
2010,2010 Q4,Extensions of stay,All other institutions,America Central and South,Venezuela,30
2010,2010 Q4,Extensions of stay,All other institutions,Asia South East,Vietnam,129
2010,2010 Q4,Extensions of stay,All other institutions,Middle East,Yemen,9
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Zambia,45
2010,2010 Q4,Extensions of stay,All other institutions,Africa Sub-Saharan,Zimbabwe,41
2011,2011 Q1,Visa,Higher Education institution,Asia Central,Afghanistan,11
2011,2011 Q1,Visa,Higher Education institution,Europe Other,Albania,14
2011,2011 Q1,Visa,Higher Education institution,Africa North,Algeria,13
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Angola,21
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Antigua and Barbuda,1
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Argentina,6
2011,2011 Q1,Visa,Higher Education institution,Europe Other,Armenia,4
2011,2011 Q1,Visa,Higher Education institution,Oceania,Australia,59
2011,2011 Q1,Visa,Higher Education institution,Europe Other,Azerbaijan,14
2011,2011 Q1,Visa,Higher Education institution,America Central and South,"Bahamas, The",7
2011,2011 Q1,Visa,Higher Education institution,Middle East,Bahrain,23
2011,2011 Q1,Visa,Higher Education institution,Asia South,Bangladesh,82
2011,2011 Q1,Visa,Higher Education institution,Europe Other,Belarus,2
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Belize,1
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Benin,2
2011,2011 Q1,Visa,Higher Education institution,Asia South,Bhutan,3
2011,2011 Q1,Visa,Higher Education institution,Europe Other,Bosnia and Herzegovina,2
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Botswana,4
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Brazil,58
2011,2011 Q1,Visa,Higher Education institution,Asia South East,Brunei,23
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Burkina Faso,2
2011,2011 Q1,Visa,Higher Education institution,Asia South East,Cambodia,4
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Cameroon,45
2011,2011 Q1,Visa,Higher Education institution,America North,Canada,61
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Cape Verde,1
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Cayman Islands (British),1
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Chad,2
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Chile,30
2011,2011 Q1,Visa,Higher Education institution,Asia East,China,1561
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Colombia,37
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Congo,2
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Congo (Democratic Republic),3
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Costa Rica,1
2011,2011 Q1,Visa,Higher Education institution,EU Other,Croatia,14
2011,2011 Q1,Visa,Higher Education institution,EU Other,Cyprus,1
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Djibouti,1
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Ecuador,5
2011,2011 Q1,Visa,Higher Education institution,Africa North,Egypt,43
2011,2011 Q1,Visa,Higher Education institution,America Central and South,El Salvador,1
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Ethiopia,8
2011,2011 Q1,Visa,Higher Education institution,EU 14,France,1
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,"Gambia, The",12
2011,2011 Q1,Visa,Higher Education institution,Europe Other,Georgia,12
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Ghana,90
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Guinea,1
2011,2011 Q1,Visa,Higher Education institution,Asia East,Hong Kong,37
2011,2011 Q1,Visa,Higher Education institution,Asia South,India,3228
2011,2011 Q1,Visa,Higher Education institution,Asia South East,Indonesia,36
2011,2011 Q1,Visa,Higher Education institution,Middle East,Iran,118
2011,2011 Q1,Visa,Higher Education institution,Middle East,Iraq,440
2011,2011 Q1,Visa,Higher Education institution,Middle East,Israel,12
2011,2011 Q1,Visa,Higher Education institution,Africa Sub-Saharan,Ivory Coast,4
2011,2011 Q1,Visa,Higher Education institution,America Central and South,Jamaica,7
2011,2011 Q1,Visa,Higher Education institution,Asia East,Japan,321
2011,2011 Q1,Visa,Higher Education institution,Middle East,Jordan,93
2011,2011 Q1,Visa,Higher Education institution,Asia Central,Kazakhstan,44
