Year,Quarter,Type_of_application,Category_of_leave,Geographical_region,Nationality,Applications
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia East,Korea (South),89
2013,2013 Q4,Visa,Worker (Previously Tier 2),Europe Other,Kosovo,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Middle East,Kuwait,6
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia Central,Kyrgyzstan,2
2013,2013 Q4,Visa,Worker (Previously Tier 2),Middle East,Lebanon,15
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa North,Libya,8
2013,2013 Q4,Visa,Worker (Previously Tier 2),Europe Other,Macedonia,2
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia South East,Malaysia,70
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Mauritius,6
2013,2013 Q4,Visa,Worker (Previously Tier 2),America Central and South,Mexico,40
2013,2013 Q4,Visa,Worker (Previously Tier 2),Europe Other,Moldova,10
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia East,Mongolia,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Europe Other,Montenegro,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa North,Morocco,13
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Mozambique,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Namibia,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia South,Nepal,17
2013,2013 Q4,Visa,Worker (Previously Tier 2),Oceania,New Zealand,104
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Nigeria,45
2013,2013 Q4,Visa,Worker (Previously Tier 2),Middle East,Occupied Palestinian Territories,2
2013,2013 Q4,Visa,Worker (Previously Tier 2),Other,Other and unknown,4
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia South,Pakistan,136
2013,2013 Q4,Visa,Worker (Previously Tier 2),America Central and South,Paraguay,2
2013,2013 Q4,Visa,Worker (Previously Tier 2),America Central and South,Peru,2
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia South East,Philippines,256
2013,2013 Q4,Visa,Worker (Previously Tier 2),Other,Pitcairn Islands (British),1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Middle East,Qatar,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Europe Other,Russia,139
2013,2013 Q4,Visa,Worker (Previously Tier 2),Oceania,Samoa,2
2013,2013 Q4,Visa,Worker (Previously Tier 2),Middle East,Saudi Arabia,63
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Senegal,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Europe Other,Serbia,21
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia South East,Singapore,61
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,South Africa,133
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia South,Sri Lanka,50
2013,2013 Q4,Visa,Worker (Previously Tier 2),America Central and South,St. Lucia,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),America Central and South,St. Vincent and the Grenadines,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa North,Sudan,18
2013,2013 Q4,Visa,Worker (Previously Tier 2),Middle East,Syria,7
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia East,Taiwan,20
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Tanzania,8
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia South East,Thailand,25
2013,2013 Q4,Visa,Worker (Previously Tier 2),Oceania,Tonga,3
2013,2013 Q4,Visa,Worker (Previously Tier 2),America Central and South,Trinidad and Tobago,11
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa North,Tunisia,7
2013,2013 Q4,Visa,Worker (Previously Tier 2),Europe Other,Turkey,75
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia Central,Turkmenistan,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Uganda,8
2013,2013 Q4,Visa,Worker (Previously Tier 2),Europe Other,Ukraine,40
2013,2013 Q4,Visa,Worker (Previously Tier 2),Middle East,United Arab Emirates,10
2013,2013 Q4,Visa,Worker (Previously Tier 2),America North,United States,1271
2013,2013 Q4,Visa,Worker (Previously Tier 2),America Central and South,Uruguay,5
2013,2013 Q4,Visa,Worker (Previously Tier 2),America Central and South,Venezuela,14
2013,2013 Q4,Visa,Worker (Previously Tier 2),Asia South East,Vietnam,15
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Zambia,1
2013,2013 Q4,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Zimbabwe,19
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia Central,Afghanistan,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Albania,12
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Algeria,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Antigua and Barbuda,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Argentina,111
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Armenia,3
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Australia,481
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Azerbaijan,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,"Bahamas, The",2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Bahrain,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,Bangladesh,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Barbados,8
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Belarus,10
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Belize,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Benin,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Bolivia,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Bosnia and Herzegovina,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Botswana,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Brazil,261
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Other,British overseas citizens,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Brunei,8
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Burkina,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Burma,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Cameroon,7
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America North,Canada,537
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Chile,20
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,China,181
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Colombia,32
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Congo (Democratic Republic),1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Costa Rica,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),EU Other,Croatia,5
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Cuba,24
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Dominica,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Dominican Republic,3
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Ecuador,7
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Egypt,17
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ethiopia,7
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Fiji,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Georgia,3
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ghana,222
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Grenada,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Guatemala,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Haiti,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Hong Kong,14
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,India,298
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Indonesia,20
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Iran,25
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Iraq,12
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Israel,69
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ivory Coast,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Jamaica,53
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Japan,186
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Jordan,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia Central,Kazakhstan,18
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Kenya,26
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Kiribati,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Korea (South),172
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Kosovo,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Kuwait,3
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia Central,Kyrgyzstan,10
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Lebanon,5
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Liberia,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Libya,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Macedonia,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Madagascar,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Malaysia,39
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mali,18
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mauritius,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Mexico,42
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Moldova,35
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Monaco,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Mongolia,6
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Morocco,15
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mozambique,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,Nepal,10
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,New Zealand,113
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Nigeria,134
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Occupied Palestinian Territories,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Oman,6
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Other,Other and unknown,11
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,Pakistan,155
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Panama,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Papua New Guinea,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Paraguay,5
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Peru,16
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Philippines,29
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Qatar,18
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Russia,460
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Rwanda,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Samoa,3
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Saudi Arabia,3
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Senegal,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Serbia,31
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Seychelles,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Sierra Leone,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Singapore,12
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,South Africa,133
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,Sri Lanka,46
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,St. Lucia,3
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,St. Vincent and the Grenadines,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Sudan,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Swaziland,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Syria,6
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Taiwan,19
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Tanzania,12
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Thailand,5
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Tonga,1
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Trinidad and Tobago,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Turkey,30
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Uganda,36
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Ukraine,87
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America North,United States,4716
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Uruguay,4
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia Central,Uzbekistan,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Venezuela,9
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Vietnam,13
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zambia,2
2013,2013 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zimbabwe,58
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia Central,Afghanistan,3
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Albania,8
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Algeria,6
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Angola,6
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Argentina,8
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Armenia,1
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Oceania,Australia,185
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Azerbaijan,11
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Bahrain,4
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South,Bangladesh,140
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Barbados,5
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Belarus,9
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Benin,1
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Bolivia,2
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Bosnia and Herzegovina,2
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Botswana,1
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Brazil,40
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Other,British overseas citizens,19
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Brunei,1
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Burkina,1
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Burma,16
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Cambodia,2
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Cameroon,16
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America North,Canada,149
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Chile,9
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,China,687
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Colombia,51
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Congo (Democratic Republic),1
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Costa Rica,6
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),EU Other,Croatia,2
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Cuba,2
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Ecuador,4
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Egypt,81
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Equatorial Guinea,2
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ethiopia,3
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Oceania,Fiji,1
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,"Gambia, The",2
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Georgia,3
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ghana,31
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Guatemala,1
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Guyana,5
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Hong Kong,18
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South,India,3110
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Indonesia,14
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Iran,115
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Iraq,11
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Israel,23
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Jamaica,11
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Japan,175
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Jordan,23
2013,2013 Q4,Extensions of stay,Worker (Previously Tier 2),Asia Central,Kazakhstan,39
